173,F,Exempt,0
173,P,Exempt,0
173,Q,Exempt,0
173,R,Exempt,0
173,S,Exempt,0
173,T,Exempt,0
193,F,Exempt,0
193,P,Exempt,0
193,Q,Exempt,0
193,R,Exempt,0
193,S,Exempt,0
193,T,Exempt,0
174,F,Exempt,0
174,P,Exempt,0
174,Q,Exempt,0
174,R,Exempt,0
174,S,Exempt,0
174,T,Exempt,0
194,F,Exempt,0
194,P,Exempt,0
194,Q,Exempt,0
194,R,Exempt,0
194,S,Exempt,0
194,T,Exempt,0
175,F,Exempt,0
175,P,Exempt,0
175,Q,Exempt,0
175,R,Exempt,0
175,S,Exempt,0
175,T,Exempt,0
195,F,Exempt,0
195,P,Exempt,0
195,Q,Exempt,0
195,R,Exempt,0
195,S,Exempt,0
195,T,Exempt,0
213,F,Exempt,0
213,P,Exempt,0
213,Q,Exempt,0
213,R,Exempt,0
213,S,Exempt,0
213,T,Exempt,0
176,F,Exempt,0
176,P,Exempt,0
176,Q,Exempt,0
176,R,Exempt,0
176,S,Exempt,0
176,T,Exempt,0
196,F,Exempt,0
196,P,Exempt,0
196,Q,Exempt,0
196,R,Exempt,0
196,S,Exempt,0
196,T,Exempt,0
177,F,Exempt,0
177,P,Exempt,0
177,Q,Exempt,0
177,R,Exempt,0
177,S,Exempt,0
177,T,Exempt,0
197,F,Exempt,0
197,P,Exempt,0
197,Q,Exempt,0
197,R,Exempt,0
197,S,Exempt,0
197,T,Exempt,0
214,F,Exempt,0
214,P,Exempt,0
214,Q,Exempt,0
214,R,Exempt,0
214,S,Exempt,0
214,T,Exempt,0
178,F,Exempt,0
178,P,Exempt,0
178,Q,Exempt,0
178,R,Exempt,0
178,S,Exempt,0
178,T,Exempt,0
198,F,Exempt,0
198,P,Exempt,0
198,Q,Exempt,0
198,R,Exempt,0
198,S,Exempt,0
198,T,Exempt,0
189,F,Exempt,0
189,P,Exempt,0
189,Q,Exempt,0
189,R,Exempt,0
189,S,Exempt,0
189,T,Exempt,0
179,F,Exempt,0
179,P,Exempt,0
179,Q,Exempt,0
179,R,Exempt,0
179,S,Exempt,0
179,T,Exempt,0
209,F,Exempt,0
209,P,Exempt,0
209,Q,Exempt,0
209,R,Exempt,0
209,S,Exempt,0
209,T,Exempt,0
199,F,Exempt,0
199,P,Exempt,0
199,Q,Exempt,0
199,R,Exempt,0
199,S,Exempt,0
199,T,Exempt,0
180,F,Exempt,0
180,P,Exempt,0
180,Q,Exempt,0
180,R,Exempt,0
180,S,Exempt,0
180,T,Exempt,0
200,F,Exempt,0
200,P,Exempt,0
200,Q,Exempt,0
200,R,Exempt,0
200,S,Exempt,0
200,T,Exempt,0
215,F,Exempt,0
215,P,Exempt,0
215,Q,Exempt,0
215,R,Exempt,0
215,S,Exempt,0
215,T,Exempt,0
190,F,Exempt,0
190,P,Exempt,0
190,Q,Exempt,0
190,R,Exempt,0
190,S,Exempt,0
190,T,Exempt,0
210,F,Exempt,0
210,P,Exempt,0
210,Q,Exempt,0
210,R,Exempt,0
210,S,Exempt,0
210,T,Exempt,0
181,F,Exempt,0
181,P,Exempt,0
181,Q,Exempt,0
181,R,Exempt,0
181,S,Exempt,0
181,T,Exempt,0
201,F,Exempt,0
201,P,Exempt,0
201,Q,Exempt,0
201,R,Exempt,0
201,S,Exempt,0
201,T,Exempt,0
191,F,Exempt,0
191,P,Exempt,0
191,Q,Exempt,0
191,R,Exempt,0
191,S,Exempt,0
191,T,Exempt,0
211,F,Exempt,0
211,P,Exempt,0
211,Q,Exempt,0
211,R,Exempt,0
211,S,Exempt,0
211,T,Exempt,0
192,F,Exempt,0
192,P,Exempt,0
192,Q,Exempt,0
192,R,Exempt,0
192,S,Exempt,0
192,T,Exempt,0
182,F,Exempt,0
182,P,Exempt,0
182,Q,Exempt,0
182,R,Exempt,0
182,S,Exempt,0
182,T,Exempt,0
212,F,Exempt,0
212,P,Exempt,0
212,Q,Exempt,0
212,R,Exempt,0
212,S,Exempt,0
212,T,Exempt,0
202,F,Exempt,0
202,P,Exempt,0
202,Q,Exempt,0
202,R,Exempt,0
202,S,Exempt,0
202,T,Exempt,0
218,F,Exempt,0
218,P,Exempt,0
218,Q,Exempt,0
218,R,Exempt,0
218,S,Exempt,0
218,T,Exempt,0
183,F,Exempt,0
183,P,Exempt,0
183,Q,Exempt,0
183,R,Exempt,0
183,S,Exempt,0
183,T,Exempt,0
203,F,Exempt,0
203,P,Exempt,0
203,Q,Exempt,0
203,R,Exempt,0
203,S,Exempt,0
203,T,Exempt,0
216,F,Exempt,0
216,P,Exempt,0
216,Q,Exempt,0
216,R,Exempt,0
216,S,Exempt,0
216,T,Exempt,0
184,F,Exempt,0
184,P,Exempt,0
184,Q,Exempt,0
184,R,Exempt,0
184,S,Exempt,0
184,T,Exempt,0
204,F,Exempt,0
204,P,Exempt,0
204,Q,Exempt,0
204,R,Exempt,0
204,S,Exempt,0
204,T,Exempt,0
127,F,Exempt,0
127,P,Exempt,0
127,Q,Exempt,0
127,R,Exempt,0
127,S,Exempt,0
127,T,Exempt,0
147,F,Exempt,0
147,P,Exempt,0
147,Q,Exempt,0
147,R,Exempt,0
147,S,Exempt,0
147,T,Exempt,0
128,F,Exempt,0
128,P,Exempt,0
128,Q,Exempt,0
128,R,Exempt,0
128,S,Exempt,0
128,T,Exempt,0
148,F,Exempt,0
148,P,Exempt,0
148,Q,Exempt,0
148,R,Exempt,0
148,S,Exempt,0
148,T,Exempt,0
129,F,Exempt,0
129,P,Exempt,0
129,Q,Exempt,0
129,R,Exempt,0
129,S,Exempt,0
129,T,Exempt,0
149,F,Exempt,0
149,P,Exempt,0
149,Q,Exempt,0
149,R,Exempt,0
149,S,Exempt,0
149,T,Exempt,0
167,F,Exempt,0
167,P,Exempt,0
167,Q,Exempt,0
167,R,Exempt,0
167,S,Exempt,0
167,T,Exempt,0
130,F,Exempt,0
130,P,Exempt,0
130,Q,Exempt,0
130,R,Exempt,0
130,S,Exempt,0
130,T,Exempt,0
150,F,Exempt,0
150,P,Exempt,0
150,Q,Exempt,0
150,R,Exempt,0
150,S,Exempt,0
150,T,Exempt,0
131,F,Exempt,0
131,P,Exempt,0
131,Q,Exempt,0
131,R,Exempt,0
131,S,Exempt,0
131,T,Exempt,0
151,F,Exempt,0
151,P,Exempt,0
151,Q,Exempt,0
151,R,Exempt,0
151,S,Exempt,0
151,T,Exempt,0
168,F,Exempt,0
168,P,Exempt,0
168,Q,Exempt,0
168,R,Exempt,0
168,S,Exempt,0
168,T,Exempt,0
132,F,Exempt,0
132,P,Exempt,0
132,Q,Exempt,0
132,R,Exempt,0
132,S,Exempt,0
132,T,Exempt,0
152,F,Exempt,0
152,P,Exempt,0
152,Q,Exempt,0
152,R,Exempt,0
152,S,Exempt,0
152,T,Exempt,0
143,F,Exempt,0
143,P,Exempt,0
143,Q,Exempt,0
143,R,Exempt,0
143,S,Exempt,0
143,T,Exempt,0
133,F,Exempt,0
133,P,Exempt,0
133,Q,Exempt,0
133,R,Exempt,0
133,S,Exempt,0
133,T,Exempt,0
163,F,Exempt,0
163,P,Exempt,0
163,Q,Exempt,0
163,R,Exempt,0
163,S,Exempt,0
163,T,Exempt,0
153,F,Exempt,0
153,P,Exempt,0
153,Q,Exempt,0
153,R,Exempt,0
153,S,Exempt,0
153,T,Exempt,0
134,F,Exempt,0
134,P,Exempt,0
134,Q,Exempt,0
134,R,Exempt,0
134,S,Exempt,0
134,T,Exempt,0
154,F,Exempt,0
154,P,Exempt,0
154,Q,Exempt,0
154,R,Exempt,0
154,S,Exempt,0
154,T,Exempt,0
169,F,Exempt,0
169,P,Exempt,0
169,Q,Exempt,0
169,R,Exempt,0
169,S,Exempt,0
169,T,Exempt,0
144,F,Exempt,0
144,P,Exempt,0
144,Q,Exempt,0
144,R,Exempt,0
144,S,Exempt,0
144,T,Exempt,0
164,F,Exempt,0
164,P,Exempt,0
164,Q,Exempt,0
164,R,Exempt,0
164,S,Exempt,0
164,T,Exempt,0
135,F,Exempt,0
135,P,Exempt,0
135,Q,Exempt,0
135,R,Exempt,0
135,S,Exempt,0
135,T,Exempt,0
155,F,Exempt,0
155,P,Exempt,0
155,Q,Exempt,0
155,R,Exempt,0
155,S,Exempt,0
155,T,Exempt,0
145,F,Exempt,0
145,P,Exempt,0
145,Q,Exempt,0
145,R,Exempt,0
145,S,Exempt,0
145,T,Exempt,0
