1,7.6,PASS
2,7.6,PASS
3,7.6,PASS
4,7.6,PASS
5,7.6,PASS
6,7.6,PASS
7,7.6,PASS
8,7.6,PASS
9,7.6,PASS
10,7.6,PASS
11,7.6,PASS
12,7.6,PASS
13,7.6,PASS
14,7.6,PASS
15,7.6,PASS
16,7.6,PASS
17,7.6,PASS
18,7.6,PASS
19,7.6,PASS
20,7.6,PASS
21,7.6,PASS
22,7.6,PASS
23,7.6,PASS
24,7.6,PASS
25,7.6,PASS
26,7.6,PASS
27,7.6,PASS
28,7.6,PASS
29,7.6,PASS
30,7.6,PASS
31,7.6,PASS
32,7.6,PASS
33,7.6,PASS
34,7.6,PASS
35,7.6,PASS
36,7.6,PASS
37,7.6,PASS
38,7.6,PASS
39,7.6,PASS
40,7.6,PASS
41,7.6,PASS
42,7.6,PASS
43,7.6,PASS
44,7.6,PASS
45,7.6,PASS
46,7.6,PASS
47,7.6,PASS
48,7.6,PASS
49,7.6,PASS
50,7.6,PASS
51,7.6,PASS
52,7.6,PASS
53,7.6,PASS
54,7.6,PASS
55,7.6,PASS
56,7.6,PASS
57,7.6,PASS
58,7.6,PASS
59,7.6,PASS
60,7.6,PASS
61,0,Exempt
62,0,Exempt
63,0,Exempt
64,0,Exempt
65,0,Exempt
66,0,Exempt
67,0,Exempt
68,0,Exempt
69,0,Exempt
70,0,Exempt
71,0,Exempt
72,0,Exempt
73,0,Exempt
74,0,Exempt
75,0,Exempt
76,0,Exempt
77,0,Exempt
78,0,Exempt
79,0,Exempt
80,0,Exempt
81,0,Exempt
82,0,Exempt
83,0,Exempt
84,0,Exempt
85,0,Exempt
86,0,Exempt
87,0,Exempt
88,0,Exempt
89,0,Exempt
90,0,Exempt
91,0,Exempt
92,0,Exempt
93,0,Exempt
94,0,Exempt
95,0,Exempt
96,0,Exempt
97,0,Exempt
98,0,Exempt
99,0,Exempt
100,0,Exempt
101,0,Exempt
102,0,Exempt
103,0,Exempt
104,0,Exempt
105,0,Exempt
106,0,Exempt
107,0,Exempt
108,0,Exempt
109,0,Exempt
110,0,Exempt
111,0,Exempt
112,0,Exempt
113,0,Exempt
114,0,Exempt
115,0,Exempt
116,0,Exempt
117,0,Exempt
118,0,Exempt
119,0,Exempt
120,0,Exempt
121,0,Exempt
122,0,Exempt
123,0,Exempt
124,0,Exempt
125,0,Exempt
126,0,Exempt
127,0,Exempt
128,0,Exempt
129,0,Exempt
130,0,Exempt
131,0,Exempt
132,0,Exempt
133,0,Exempt
134,0,Exempt
135,0,Exempt
136,0,Exempt
137,0,Exempt
138,0,Exempt
139,0,Exempt
140,0,Exempt
141,0,Exempt
142,0,Exempt
143,0,Exempt
144,0,Exempt
145,7.6,PASS
146,7.6,PASS
147,7.6,PASS
148,7.6,PASS
149,7.6,PASS
150,7.6,PASS
151,7.6,PASS
152,7.6,PASS
153,7.6,PASS
154,7.6,PASS
155,7.6,PASS
156,7.6,PASS
157,7.6,PASS
158,7.6,PASS
159,7.6,PASS
160,7.6,PASS
161,7.6,PASS
162,7.6,PASS
163,7.6,PASS
164,7.6,PASS
165,7.6,PASS
166,7.6,PASS
167,7.6,PASS
168,7.6,PASS
169,7.6,PASS
170,7.6,PASS
171,7.6,PASS
172,7.6,PASS
173,7.6,PASS
174,7.6,PASS
175,7.6,PASS
176,7.6,PASS
177,7.6,PASS
178,7.6,PASS
179,7.6,PASS
180,7.6,PASS
181,7.6,PASS
182,7.6,PASS
183,7.6,PASS
184,7.6,PASS
185,7.6,PASS
186,7.6,PASS
187,7.6,PASS
188,7.6,PASS
189,7.6,PASS
190,7.6,PASS
191,7.6,PASS
192,7.6,PASS
193,7.6,PASS
194,7.6,PASS
195,7.6,PASS
196,7.6,PASS
197,7.6,PASS
198,7.6,PASS
199,7.6,PASS
200,7.6,PASS
201,7.6,PASS
202,7.6,PASS
203,7.6,PASS
204,7.6,PASS
205,7.6,PASS
206,7.6,PASS
207,7.6,PASS
208,7.6,PASS
209,7.6,PASS
210,7.6,PASS
211,7.6,PASS
212,7.6,PASS
213,7.6,PASS
214,7.6,PASS
215,7.6,PASS
216,7.6,PASS
217,7.6,PASS
218,7.6,PASS
219,7.6,PASS
220,7.6,PASS
221,7.6,PASS
222,7.6,PASS
223,7.6,PASS
224,7.6,PASS
225,7.6,PASS
226,7.6,PASS
227,7.6,PASS
228,7.6,PASS
229,7.6,PASS
230,7.6,PASS
231,7.6,PASS
232,7.6,PASS
233,7.6,PASS
234,7.6,PASS
235,7.6,PASS
236,7.6,PASS
237,7.6,PASS
238,7.6,PASS
239,7.6,PASS
240,7.6,PASS
241,7.6,PASS
242,7.6,PASS
243,7.6,PASS
244,7.6,PASS
245,7.6,PASS
246,7.6,PASS
247,7.6,PASS
248,7.6,PASS
249,7.6,PASS
250,7.6,PASS
251,7.6,PASS
252,7.6,PASS
253,7.6,PASS
254,7.6,PASS
255,7.6,PASS
256,7.6,PASS
257,7.6,PASS
258,7.6,PASS
259,7.6,PASS
260,7.6,PASS
261,7.6,PASS
262,7.6,PASS
263,7.6,PASS
264,7.6,PASS
265,7.6,PASS
266,7.6,PASS
267,7.6,PASS
268,7.6,PASS
269,7.6,PASS
270,7.6,PASS
271,7.6,PASS
272,7.6,PASS
273,7.6,PASS
274,7.6,PASS
275,7.6,PASS
276,7.6,PASS
277,7.6,PASS
278,7.6,PASS
279,7.6,PASS
