1262,PASS,2.83
1263,PASS,2.83
1264,PASS,2.83
1265,PASS,2.83
1266,PASS,2.83
1267,PASS,2.83
1268,PASS,2.83
1269,PASS,2.91
1270,PASS,2.91
1271,PASS,2.91
1272,PASS,2.91
1273,PASS,2.91
1274,PASS,2.91
1275,PASS,2.91
1276,PASS,2.99
1277,PASS,2.99
1278,PASS,2.99
1279,PASS,2.99
1280,PASS,2.99
1281,PASS,2.99
1282,PASS,2.99
1283,PASS,3.11
1284,PASS,3.11
1285,PASS,3.11
1286,PASS,3.11
1287,PASS,3.11
1288,PASS,3.11
1289,PASS,3.11
1290,PASS,3.15
1291,PASS,3.15
1292,PASS,3.15
1293,PASS,3.15
1294,PASS,3.15
1295,PASS,3.15
1296,PASS,3.15
1297,PASS,3.15
1298,PASS,3.15
1299,PASS,3.15
1300,PASS,3.15
1301,PASS,3.15
1302,PASS,3.15
1303,Exempt,0
1304,Exempt,0
1305,Exempt,0
1306,Exempt,0
1307,Exempt,0
1308,Exempt,0
1309,Exempt,0
1310,Exempt,0
1311,Exempt,0
1312,Exempt,0
1313,Exempt,0
1314,Exempt,0
1315,Exempt,0
1316,Exempt,0
1317,Exempt,0
1318,Exempt,0
1319,Exempt,0
1320,Exempt,0
1321,Exempt,0
1322,Exempt,0
1323,Exempt,0
1324,PASS,7.6
1325,PASS,7.6
1326,PASS,7.6
1327,PASS,7.6
1328,PASS,7.6
1329,PASS,7.6
1330,PASS,7.6
1331,PASS,7.6
1332,PASS,7.6
1333,PASS,7.6
1334,PASS,7.6
1335,PASS,7.6
1336,PASS,7.6
1337,Exempt,0
1338,Exempt,0
1339,Exempt,0
1340,Exempt,0
1341,Exempt,0
1342,Exempt,0
1343,Exempt,0
1344,Exempt,0
1345,Exempt,0
1346,Exempt,0
1347,Exempt,0
1348,Exempt,0
1349,Exempt,0
1350,Exempt,0
1351,Exempt,0
1352,Exempt,0
1353,Exempt,0
1354,Exempt,0
1355,Exempt,0
1356,Exempt,0
